id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
FUT3	17	6.4296e-05	0.0059252	0.546789	221	12	-0.48989	0.007235	0.032584	0.31706	2191	2	-0.48989
LGALS16	18	6.4552e-05	0.0059754	0.546789	222	5	0.50871	0.0048158	0.02533	0.293392	1801	11	0.50871
NKD2	18	6.4935e-05	0.006032	0.547351	223	9	-0.20431	0.71365	0.89897	1.0	17341	4	-0.20431
RANBP1	18	6.5568e-05	0.0060836	0.547451	224	12	-0.78653	0.90279	0.973	1.0	19313	4	-0.78653
ZFP90	18	6.6702e-05	0.0062498	0.554918	225	6	0.013336	0.20535	0.47247	1.0	10060	5	0.013336
SPATA32	17	6.7019e-05	0.006006	0.547279	226	13	-0.67821	0.082536	0.23614	0.761709	6682	3	-0.67821
FAM166B	18	6.7563e-05	0.006258	0.554918	227	14	-0.54066	0.98278	0.99396	1.0	20204	1	-0.54066
DMRTC1B	18	6.975e-05	0.0064776	0.561921	228	12	-0.46516	0.9705	0.99078	1.0	20059	2	-0.46516
TMPRSS5	18	7.0798e-05	0.006605	0.56968	229	13	-0.42562	0.98693	0.99502	1.0	20269	1	-0.42562
SPOCK1	18	7.1988e-05	0.0067324	0.577095	230	13	-0.43914	0.99671	0.99811	1.0	20479	2	-0.43914
KRTAP10-8	18	7.2618e-05	0.0068602	0.584488	231	11	-0.33771	0.57354	0.82508	1.0	15759	4	-0.33771
USB1	18	7.2634e-05	0.0068725	0.584488	232	14	-0.53031	0.4784	0.762	1.0	14556	4	-0.53031
FITM2	17	7.3096e-05	0.0062845	0.554918	233	12	-0.74148	0.9865	0.99455	1.0	20263	1	-0.74148
ZNF777	17	7.3169e-05	0.0062845	0.554918	234	13	-0.45372	0.99008	0.9954	1.0	20332	1	-0.45372
ZNF76	18	7.4987e-05	0.0069552	0.586158	235	13	-0.54008	0.88598	0.96637	1.0	19130	4	-0.54008
TOR4A	18	7.5493e-05	0.0070218	0.586158	236	6	-0.094859	0.021196	0.079709	0.476276	3587	4	-0.094859
ZNRF1	15	7.5585e-05	0.0055371	0.529005	237	12	-0.54042	0.81151	0.93126	1.0	18343	2	-0.54042
RXRA	17	7.5785e-05	0.0064374	0.561921	238	13	-0.45191	0.98114	0.99273	1.0	20182	2	-0.45191
HCN2	18	7.5996e-05	0.0070268	0.586158	239	13	-0.57611	0.28252	0.57595	1.0	11608	2	-0.57611
KCNK15	18	7.6245e-05	0.0070273	0.586158	240	13	-0.43288	0.90847	0.97416	1.0	19366	2	-0.43288
DPYSL3	17	7.6984e-05	0.0064548	0.561921	241	6	0.25649	0.13908	0.35082	0.890677	8504	9	0.25649
LBX2	18	7.7707e-05	0.0070693	0.586671	242	14	-0.31621	0.99993	0.99977	1.0	20658	0	-0.31621
SLC46A2	16	7.8076e-05	0.0060608	0.547451	243	7	0.050336	0.7365	0.90153	1.0	17610	4	0.050336
C1orf35	18	8.0303e-05	0.007272	0.5943	244	9	-0.26298	0.68103	0.88223	1.0	16988	4	-0.26298
TREX2	18	8.2177e-05	0.0073167	0.5943	245	13	-0.41789	0.86563	0.95864	1.0	18890	3	-0.41789
ZYX	16	8.4976e-05	0.0063238	0.555237	246	11	-0.36404	0.96251	0.98556	1.0	19962	3	-0.36404
C17orf59	18	8.7302e-05	0.0077418	0.610543	247	10	-0.4293	0.71049	0.89664	1.0	17306	6	-0.4293
TRIM45	18	8.7933e-05	0.0077651	0.610543	248	12	-0.35882	0.43109	0.72025	1.0	13921	2	-0.35882
LURAP1L	16	8.8228e-05	0.0066196	0.56968	249	12	-0.6372	0.82452	0.93966	1.0	18463	3	-0.6372
ZNF259	18	8.85e-05	0.0077701	0.610543	250	14	-0.51278	0.99949	0.99927	1.0	20602	1	-0.51278
PPT2	17	8.866e-05	0.0070876	0.586671	251	13	-0.39931	0.76052	0.91684	1.0	17855	3	-0.39931
hsa-mir-574	12	8.933e-05	0.004751	0.488504	252	7	-0.28209	0.82207	0.91787	1.0	18436	3	-0.28209
hsa-mir-1914	12	8.9399e-05	0.0047528	0.488504	253	9	-0.95725	0.88113	0.94532	1.0	19076	2	-0.95725
CORO1C	18	9.1782e-05	0.0078676	0.614908	254	13	-0.43625	0.98724	0.99507	1.0	20278	2	-0.43625
NTF4	18	9.2351e-05	0.0078997	0.614908	255	13	-0.57652	0.67405	0.87918	1.0	16923	3	-0.57652
CYB5R3	17	9.3505e-05	0.0073021	0.5943	256	12	-0.71309	0.97342	0.99032	1.0	20082	3	-0.71309
hsa-mir-4313	11	9.5312e-05	0.0044173	0.471206	257	9	-1.1605	0.81943	0.91122	1.0	18411	1	-1.1605
hsa-mir-6793	11	9.5454e-05	0.0044218	0.471206	258	10	-0.67283	0.99996	0.99985	1.0	20669	0	-0.67283
ROGDI	18	9.6714e-05	0.0080413	0.620609	259	14	-0.38616	0.96934	0.99051	1.0	20044	2	-0.38616
hsa-mir-4632	12	9.746e-05	0.0052324	0.510167	260	9	-0.80952	0.99932	0.99847	1.0	20594	0	-0.80952
hsa-mir-3619	12	9.806e-05	0.0052459	0.510167	261	8	-0.62473	0.99982	0.99953	1.0	20628	0	-0.62473
DLST	18	9.8356e-05	0.0081906	0.626325	262	13	-0.50668	0.17291	0.41074	0.948061	9308	4	-0.50668
PCDHGB7	6	0.00010016	0.002224	0.339556	263	6	-0.53923	0.9999	0.99971	1.0	20649	0	-0.53923
GATA4	18	0.00010226	0.0083024	0.628967	264	10	-0.36565	0.7518	0.91661	1.0	17768	6	-0.36565
C9orf173	16	0.00010273	0.0076162	0.608294	265	13	-0.65325	0.99998	0.99995	1.0	20678	0	-0.65325
TMEM52	18	0.00010479	0.0084083	0.628967	266	14	-0.61339	0.99945	0.99926	1.0	20600	1	-0.61339
AOC1	18	0.00010512	0.0084147	0.628967	267	9	-0.13473	0.29129	0.58777	1.0	11752	8	-0.13473
SLC35A2	18	0.00010593	0.0084316	0.628967	268	14	-0.463	0.9915	0.99666	1.0	20365	2	-0.463
hsa-mir-4254	12	0.00010629	0.0053532	0.516854	269	7	-0.71133	0.3145	0.57116	1.0	12161	4	-0.71133
C9orf169	15	0.00010638	0.0073944	0.596728	270	8	-0.38795	0.99739	0.99702	1.0	20503	1	-0.38795
CTNNBIP1	15	0.00010762	0.0076208	0.608294	271	11	-0.49989	0.97707	0.9896	1.0	20129	2	-0.49989
SLC35D3	18	0.00010772	0.0084531	0.628967	272	11	-0.33134	0.90631	0.97377	1.0	19353	3	-0.33134
hsa-mir-4436b-1	10	0.00010857	0.0045656	0.473755	273	7	-0.79124	0.96645	0.97175	1.0	20018	1	-0.79124
C11orf48	15	0.00010914	0.0076573	0.608294	274	11	-0.88076	0.97581	0.98927	1.0	20115	2	-0.88076
SIGLEC7	17	0.00011008	0.0084686	0.628967	275	13	-0.90074	0.83869	0.94652	1.0	18604	3	-0.90074
HMX1	18	0.00011079	0.008816	0.647515	276	12	-0.47854	0.77274	0.92551	1.0	17989	5	-0.47854
NBEAL2	18	0.00011129	0.0088521	0.647515	277	11	-0.49758	0.98663	0.99494	1.0	20264	1	-0.49758
ALDH4A1	18	0.00011196	0.0088676	0.647515	278	12	-0.59587	0.61644	0.85166	1.0	16297	4	-0.59587
hsa-mir-346	11	0.0001131	0.0051829	0.508826	279	9	-0.60655	0.031814	0.10139	0.535168	4306	2	-0.60655
WDR83	18	0.00011341	0.0090078	0.651964	280	14	-0.54847	0.99208	0.99672	1.0	20374	1	-0.54847
KIAA1328	18	0.00011485	0.0090187	0.651964	281	12	-0.66899	0.43427	0.7242	1.0	13964	4	-0.66899
hsa-mir-4285	12	0.00011521	0.0056472	0.534805	282	7	-1.0905	0.0024637	0.013	0.235921	1337	5	-1.0905
COL18A1	16	0.00011541	0.008249	0.627705	283	13	-0.4412	0.037257	0.1318	0.608047	4649	1	-0.4412
MFAP2	17	0.0001157	0.0087553	0.647515	284	13	-0.55201	0.97513	0.99087	1.0	20102	2	-0.55201
TMEM69	18	0.000118	0.0094602	0.678871	285	4	0.80472	0.00028482	0.0072428	0.22619	565	11	0.80472
MT1M	18	0.0001187	0.0094849	0.678871	286	14	-0.3815	0.92019	0.9766	1.0	19473	3	-0.3815
hsa-mir-4739	11	0.00011963	0.0053952	0.517721	287	9	-1.0915	0.99961	0.99906	1.0	20611	0	-1.0915
DNASE2	18	0.00012049	0.0095737	0.679491	288	9	-0.29514	0.52999	0.79527	1.0	15178	4	-0.29514
ZNF75D	18	0.00012288	0.0097401	0.679491	289	10	-0.31036	0.12107	0.31668	0.854331	7974	7	-0.31036
ALG3	18	0.00012307	0.0097405	0.679491	290	11	-0.64972	0.37664	0.67161	1.0	13162	5	-0.64972
LYL1	18	0.00012308	0.0097405	0.679491	291	9	-0.32076	0.53931	0.80132	1.0	15298	3	-0.32076
BCAM	18	0.00012312	0.0097405	0.679491	292	8	-0.098813	0.70144	0.89299	1.0	17216	6	-0.098813
hsa-mir-7704	12	0.00012486	0.0059202	0.546789	293	7	-0.50572	0.23122	0.47287	1.0	10614	3	-0.50572
PHIP	18	0.00012633	0.0098241	0.680685	294	12	-0.63044	0.96258	0.98864	1.0	19965	3	-0.63044
PDRG1	18	0.00012781	0.0099807	0.684886	295	13	-0.82367	0.94382	0.98266	1.0	19728	3	-0.82367
CHD8	18	0.00012851	0.0099839	0.684886	296	9	-0.23073	0.87647	0.96301	1.0	19015	5	-0.23073
IFNAR1	17	0.00012986	0.0096442	0.679491	297	9	-0.63875	0.43049	0.71353	1.0	13915	3	-0.63875
CPSF3L	18	0.00013014	0.010082	0.684886	298	14	-0.48458	0.99985	0.9996	1.0	20635	1	-0.48458
ATP6V0B	17	0.00013065	0.0096675	0.679491	299	10	-0.4716	0.93893	0.98002	1.0	19670	4	-0.4716
OTUD1	17	0.00013133	0.0097442	0.679491	300	12	-0.42063	0.73447	0.9077	1.0	17587	2	-0.42063
CRB3	18	0.00013189	0.010105	0.684886	301	11	-0.52294	0.77012	0.92451	1.0	17967	5	-0.52294
SLC22A8	18	0.00013206	0.010106	0.684886	302	11	-0.39386	0.64644	0.86754	1.0	16635	4	-0.39386
UTP14A	18	0.00013302	0.010142	0.685189	303	14	-0.69788	0.50796	0.78289	1.0	14923	2	-0.69788
hsa-mir-1915	12	0.0001337	0.0062945	0.554918	304	10	-0.53135	0.99996	0.99985	1.0	20667	0	-0.53135
PABPC1L2A	3	0.00013496	0.0025048	0.363639	305	3	-0.78356	0.99966	0.99899	1.0	20616	0	-0.78356
NDRG1	18	0.00013508	0.010323	0.68885	306	10	-0.24492	0.45192	0.73825	1.0	14186	5	-0.24492
SLC27A2	17	0.00013664	0.01007	0.684886	307	7	0.064107	0.016074	0.061139	0.417935	3156	8	0.064107
SERINC2	17	0.00013852	0.010096	0.684886	308	12	-0.31385	0.91317	0.97189	1.0	19404	3	-0.31385
GLTSCR2	15	0.00013856	0.0088544	0.647515	309	11	-0.68955	0.93245	0.97504	1.0	19609	2	-0.68955
SPRR3	17	0.00013979	0.010231	0.686923	310	10	-0.43236	0.23531	0.50938	1.0	10701	6	-0.43236
AMPD2	18	0.00014126	0.010762	0.707666	311	13	-0.54208	0.82623	0.9445	1.0	18485	2	-0.54208
CXXC4	18	0.00014167	0.010762	0.707666	312	8	-0.16204	0.9503	0.98475	1.0	19818	3	-0.16204
HMCES	18	0.00014184	0.010768	0.707666	313	9	-0.1907	0.54655	0.80616	1.0	15392	7	-0.1907
RGL2	18	0.00014369	0.011064	0.720587	314	14	-0.40828	0.98212	0.99374	1.0	20195	2	-0.40828
EFCAB4B	18	0.00014631	0.011193	0.725181	315	14	-0.61926	0.99689	0.99821	1.0	20486	1	-0.61926
HCFC1	17	0.00015103	0.010556	0.702257	316	12	-0.76163	0.88108	0.96362	1.0	19074	2	-0.76163
RAP2A	18	0.00015151	0.011416	0.73345	317	8	-0.02055	0.059919	0.19199	0.704881	5822	7	-0.02055
HTR6	18	0.00015174	0.011431	0.73345	318	14	-0.43277	0.99843	0.99888	1.0	20556	1	-0.43277
ROBO3	18	0.00015282	0.01154	0.734627	319	12	-0.45371	0.98896	0.99565	1.0	20306	2	-0.45371
ASNA1	18	0.00015326	0.011545	0.734627	320	13	-1.0058	0.99321	0.99697	1.0	20393	2	-1.0058
hsa-mir-6808	12	0.00015484	0.0069337	0.586158	321	8	-0.50851	0.71052	0.86571	1.0	17307	1	-0.50851
FLRT1	18	0.00015485	0.011585	0.734627	322	14	-0.2755	0.86351	0.9579	1.0	18874	3	-0.2755
HTR3A	18	0.00015494	0.011585	0.734627	323	11	-0.69712	0.95255	0.98554	1.0	19848	4	-0.69712
GNAI2	18	0.00015714	0.011672	0.735854	324	12	-0.76351	0.93564	0.98019	1.0	19643	4	-0.76351
FOLR2	18	0.00016016	0.011742	0.738039	325	13	-0.55452	0.71819	0.90129	1.0	17392	2	-0.55452
hsa-mir-1182	12	0.00016017	0.0071337	0.588243	326	7	-0.6088	0.80291	0.91119	1.0	18267	3	-0.6088
RDH8	18	0.00016159	0.011899	0.741567	327	11	-0.39491	0.29989	0.59729	1.0	11894	3	-0.39491
KRTAP1-1	18	0.00016246	0.011934	0.741567	328	8	-0.1257	0.72874	0.9075	1.0	17521	4	-0.1257
GJB5	18	0.00016738	0.012174	0.752433	329	11	-0.5011	0.66238	0.87395	1.0	16800	5	-0.5011
TUB	18	0.00017023	0.012255	0.755049	330	13	-0.64082	0.99837	0.99882	1.0	20551	1	-0.64082
FHOD3	18	0.0001715	0.012311	0.756332	331	9	-0.20239	0.66257	0.87402	1.0	16803	6	-0.20239
C12orf66	18	0.00017235	0.012489	0.762976	332	14	-0.66905	0.75004	0.91588	1.0	17752	2	-0.66905
MFSD4	18	0.00017457	0.012549	0.763777	333	12	-0.51224	0.89756	0.97055	1.0	19255	4	-0.51224
RBMY1J	18	0.00017548	0.012573	0.763777	334	8	0.24611	0.098939	0.27692	0.820723	7231	9	0.24611
hsa-mir-6757	12	0.00017841	0.0076441	0.608294	335	9	-0.79255	0.98291	0.98696	1.0	20211	1	-0.79255
GRINA	18	0.00017986	0.012776	0.771767	336	7	0.019652	0.20099	0.46381	0.998085	9953	9	0.019652
BOD1L2	18	0.00018178	0.012819	0.772236	337	14	-0.41321	0.99965	0.99938	1.0	20615	1	-0.41321
C1orf95	18	0.00018267	0.012864	0.772785	338	10	-0.70875	0.52487	0.79104	1.0	15117	4	-0.70875
hsa-mir-4682	12	0.00018469	0.0079107	0.614908	339	10	-0.86328	0.84208	0.92719	1.0	18641	2	-0.86328
SRRM5	18	0.0001849	0.013081	0.78151	340	10	-0.36916	0.77017	0.92451	1.0	17968	4	-0.36916
hsa-mir-1287	11	0.00018662	0.0074017	0.596728	341	7	-0.93029	0.47764	0.71431	1.0	14547	2	-0.93029
SGTA	17	0.00018695	0.012178	0.752433	342	6	0.41697	0.12546	0.3266	0.864081	8121	9	0.41697
ACTL7B	18	0.00018812	0.013235	0.788557	343	11	-0.40325	0.85463	0.95451	1.0	18755	5	-0.40325
DCAF8L1	18	0.00019175	0.01361	0.801752	344	11	-0.52071	0.9546	0.98609	1.0	19872	3	-0.52071
KIAA1984	17	0.00019215	0.012365	0.757524	345	12	-0.54802	0.99452	0.99684	1.0	20418	1	-0.54802
hsa-mir-6794	12	0.00019605	0.00816	0.626325	346	9	-0.59335	0.58255	0.79536	1.0	15855	2	-0.59335
hsa-mir-197	12	0.0001992	0.0083659	0.628967	347	9	-0.95113	0.99202	0.99024	1.0	20372	1	-0.95113
XKR3	18	0.00019984	0.014063	0.817655	348	12	-1.2699	0.57564	0.82658	1.0	15790	4	-1.2699
LSM14B	18	0.00020352	0.014161	0.821134	349	11	-0.39577	0.99713	0.99825	1.0	20493	2	-0.39577
hsa-mir-1268b	10	0.00020395	0.0071734	0.589278	350	5	-0.78051	0.91599	0.94753	1.0	19433	1	-0.78051
OR6K6	17	0.00020401	0.012971	0.777077	351	11	-0.60696	0.24949	0.53186	1.0	11007	4	-0.60696
ITFG2	18	0.00020619	0.014237	0.821402	352	10	-0.36279	0.71962	0.90215	1.0	17414	4	-0.36279
CCZ1B	15	0.00020821	0.011775	0.738039	353	12	-0.52655	0.99953	0.99884	1.0	20605	0	-0.52655
GGTLC1	18	0.00021121	0.014296	0.821402	354	12	-0.50303	0.93859	0.98127	1.0	19664	4	-0.50303
GNLY	18	0.00021219	0.014305	0.821402	355	8	-0.35324	0.13194	0.34449	0.8836	8320	4	-0.35324
hsa-mir-4736	11	0.00021226	0.0080235	0.620609	356	8	-0.88099	0.99989	0.99966	1.0	20645	0	-0.88099
ATP6V0D1	18	0.00021306	0.014317	0.821402	357	12	-0.92075	0.98169	0.99359	1.0	20189	3	-0.92075
PRPF38A	17	0.00021508	0.013452	0.799254	358	11	-0.91262	0.020661	0.076556	0.465845	3553	4	-0.91262
PCCA	17	0.00021906	0.013551	0.801752	359	10	-0.44087	0.21986	0.48518	1.0	10368	5	-0.44087
hsa-mir-6809	12	0.00022251	0.0089498	0.651322	360	8	-1.0612	0.60926	0.80992	1.0	16197	1	-1.0612
VEGFA	18	0.00022673	0.01503	0.847218	361	13	-0.55087	0.43112	0.72025	1.0	13923	3	-0.55087
IRF7	17	0.000227	0.013642	0.801752	362	11	-0.50461	0.96311	0.98733	1.0	19975	2	-0.50461
MAN2B1	18	0.00022828	0.015058	0.847218	363	12	-0.52129	0.94556	0.98314	1.0	19751	3	-0.52129
KCNF1	18	0.00023416	0.015162	0.847218	364	11	-0.42448	0.69403	0.88884	1.0	17132	4	-0.42448
U2AF2	18	0.00023506	0.015162	0.847218	365	10	-0.44299	0.65916	0.87254	1.0	16767	5	-0.44299
SEC31A	18	0.00023557	0.015163	0.847218	366	11	-0.46338	0.7842	0.93098	1.0	18109	3	-0.46338
MCEE	18	0.00023699	0.015168	0.847218	367	10	-0.56009	0.94021	0.98194	1.0	19684	4	-0.56009
WDR91	18	0.0002373	0.01518	0.847218	368	13	-0.47023	0.98136	0.99347	1.0	20186	2	-0.47023
CAPS	18	0.00024019	0.015259	0.847218	369	12	-0.49451	0.99992	0.99973	1.0	20655	0	-0.49451
ITGA11	18	0.00024261	0.015275	0.847218	370	13	-0.35115	0.86245	0.95745	1.0	18860	4	-0.35115
MAGEA6	18	0.00024676	0.015688	0.858563	371	12	-0.51075	0.96477	0.98943	1.0	19996	2	-0.51075
LDHD	18	0.00024749	0.015723	0.858563	372	13	-0.38528	0.99546	0.99764	1.0	20444	1	-0.38528
hsa-mir-7155	11	0.00024864	0.0091192	0.657034	373	9	-0.58643	0.99326	0.98964	1.0	20394	1	-0.58643
ANKFY1	18	0.00024937	0.015745	0.858563	374	9	-0.18587	0.66905	0.87699	1.0	16872	4	-0.18587
KIAA0368	17	0.00025022	0.014749	0.841754	375	7	-0.063512	0.060546	0.18606	0.6927	5852	6	-0.063512
TMX1	18	0.00025094	0.015776	0.858563	376	9	-0.70514	0.73493	0.90962	1.0	17594	5	-0.70514
TMEM88B	18	0.00025491	0.015961	0.858563	377	13	-0.38233	0.99813	0.99868	1.0	20546	2	-0.38233
CALCB	18	0.00025783	0.015999	0.858563	378	12	-0.3464	0.99986	0.99962	1.0	20639	1	-0.3464
hsa-mir-210	12	0.00026006	0.0097926	0.680677	379	8	-0.73739	0.71502	0.86806	1.0	17361	2	-0.73739
FAM32A	17	0.00026147	0.015229	0.847218	380	11	-0.38595	0.94696	0.98321	1.0	19773	4	-0.38595
EHD4	18	0.00026414	0.01631	0.870351	381	11	-0.60655	0.9965	0.998	1.0	20477	2	-0.60655
BSPRY	18	0.00026536	0.016334	0.870351	382	11	-0.41485	0.96044	0.98811	1.0	19943	3	-0.41485
FAM180A	17	0.0002661	0.015664	0.858563	383	10	-0.29117	0.65163	0.8638	1.0	16682	5	-0.29117
SMARCB1	18	0.00026777	0.016379	0.870596	384	13	-0.62763	0.67608	0.88029	1.0	16942	1	-0.62763
ARFRP1	18	0.00027367	0.016994	0.877705	385	11	-0.64462	0.98354	0.99413	1.0	20220	1	-0.64462
hsa-mir-4486	12	0.00027454	0.010198	0.686874	386	7	-0.69217	0.55297	0.77724	1.0	15479	1	-0.69217
BBC3	18	0.00027519	0.017068	0.877705	387	11	-0.42602	0.92902	0.97863	1.0	19564	2	-0.42602
CHST11	18	0.00027657	0.017117	0.877705	388	9	-0.20833	0.31203	0.60976	1.0	12126	6	-0.20833
GAGE10	14	0.00027742	0.011904	0.741567	389	6	-0.23436	0.35503	0.6251	1.0	12828	4	-0.23436
hsa-mir-1247	12	0.00027767	0.010307	0.68885	390	8	-0.44702	0.99855	0.99681	1.0	20562	0	-0.44702
RBM12	18	0.000278	0.01716	0.877705	391	13	-0.47953	0.80805	0.94002	1.0	18312	3	-0.47953
FHL5	17	0.0002785	0.015962	0.858563	392	13	-0.54246	0.9553	0.98557	1.0	19877	2	-0.54246
UQCC2	15	0.00028593	0.013705	0.803278	393	4	0.077403	0.24876	0.52123	1.0	10991	6	0.077403
MAGEB17	18	0.0002865	0.017446	0.884022	394	10	-0.44311	0.51254	0.78554	1.0	14972	5	-0.44311
TENC1	17	0.00029051	0.016471	0.871251	395	12	-0.63786	0.63164	0.85399	1.0	16466	3	-0.63786
PCDHAC2	15	0.00029055	0.013759	0.804262	396	8	-0.15653	0.31844	0.5948	1.0	12233	3	-0.15653
hsa-mir-8077	12	0.00029084	0.010833	0.709805	397	9	-0.65488	0.99996	0.99986	1.0	20671	0	-0.65488
HIRIP3	16	0.00029431	0.015038	0.847218	398	11	-0.77487	0.092823	0.25893	0.800368	7035	4	-0.77487
hsa-mir-4301	12	0.00029727	0.011058	0.720587	399	10	-0.6529	0.99996	0.99985	1.0	20668	0	-0.6529
UQCC1	18	0.00029885	0.017864	0.894	400	13	-0.36789	0.99967	0.99939	1.0	20617	1	-0.36789
NMB	17	0.00029904	0.016905	0.877705	401	13	-0.52246	0.92522	0.97578	1.0	19525	1	-0.52246
PRDM6	17	0.00030002	0.016919	0.877705	402	9	-0.31814	0.049623	0.16232	0.661184	5342	6	-0.31814
hsa-mir-6771	12	0.00030285	0.011202	0.725181	403	6	-0.22414	0.87928	0.94457	1.0	19055	3	-0.22414
EPHB2	18	0.00030291	0.017979	0.894	404	11	-0.3599	0.067822	0.20769	0.72613	6138	6	-0.3599
AZU1	18	0.00030394	0.017989	0.894	405	13	-0.48663	0.99997	0.99988	1.0	20672	0	-0.48663
GPR31	18	0.00030459	0.018	0.894	406	12	-0.28244	0.69269	0.88849	1.0	17119	3	-0.28244
hsa-let-7i	12	0.00030502	0.01128	0.728032	407	9	-0.59619	0.99929	0.99839	1.0	20592	0	-0.59619
SYNDIG1	18	0.00030649	0.018178	0.895983	408	13	-0.5594	0.34687	0.6463	1.0	12710	3	-0.5594
CXorf38	18	0.00030732	0.018178	0.895983	409	8	-0.17835	0.56918	0.82196	1.0	15698	5	-0.17835
HSPB6	14	0.00030745	0.012725	0.770853	410	8	-0.52531	0.18889	0.4289	0.963866	9669	3	-0.52531
GPR116	17	0.00030799	0.017123	0.877705	411	10	-0.46287	0.43058	0.71353	1.0	13916	5	-0.46287
RUVBL1	17	0.00031054	0.01716	0.877705	412	8	0.096972	0.35214	0.6458	1.0	12793	7	0.096972
RELA	17	0.00031163	0.017167	0.877705	413	13	-0.4183	0.96818	0.98892	1.0	20035	2	-0.4183
PRRT4	18	0.00031499	0.018311	0.900462	414	10	-0.19344	0.91073	0.97447	1.0	19388	1	-0.19344
hsa-mir-629	12	0.00031626	0.011646	0.735854	415	8	-0.69285	0.65188	0.83185	1.0	16686	3	-0.69285
SOX4	18	0.00031732	0.018375	0.900688	416	10	-0.3715	0.54832	0.8074	1.0	15413	6	-0.3715
STMN1	17	0.00032031	0.01736	0.88375	417	12	-0.6467	0.18697	0.43991	0.977901	9626	3	-0.6467
CCHCR1	18	0.00032162	0.018398	0.900688	418	7	-0.036795	0.34809	0.64777	1.0	12730	8	-0.036795
TLR9	18	0.00033154	0.01865	0.90813	419	11	-0.54583	0.74801	0.91433	1.0	17731	5	-0.54583
JRK	18	0.00033593	0.018835	0.90813	420	13	-0.40723	0.12401	0.32572	0.863843	8077	4	-0.40723
NFE2L1	18	0.00033663	0.018843	0.90813	421	11	-0.66363	0.99991	0.99972	1.0	20652	0	-0.66363
hsa-mir-764	11	0.00033726	0.014612	0.836137	422	9	-0.6866	0.93873	0.96322	1.0	19665	1	-0.6866
hsa-mir-6126	12	0.00033862	0.015996	0.858563	423	9	-0.5845	0.99938	0.99856	1.0	20597	0	-0.5845
CD83	18	0.00034028	0.01903	0.914159	424	9	-0.25277	0.19693	0.45539	0.991398	9854	5	-0.25277
hsa-mir-6834	12	0.00034091	0.016026	0.858563	425	10	-0.84232	0.9951	0.99237	1.0	20434	1	-0.84232
LRRC29	18	0.00034132	0.019072	0.914159	426	12	-0.32088	0.95253	0.98554	1.0	19847	2	-0.32088
hsa-mir-4485	12	0.00034289	0.016027	0.858563	427	8	-0.4234	0.24362	0.48923	1.0	10878	2	-0.4234
ALDH3B2	17	0.00034321	0.017931	0.894	428	8	-0.0069211	0.58692	0.82842	1.0	15907	5	-0.0069211
hsa-mir-3162	10	0.00034537	0.013597	0.801752	429	5	-0.60647	0.88349	0.933	1.0	19104	2	-0.60647
MYOD1	16	0.00034731	0.016634	0.876682	430	11	-0.53589	0.99715	0.99771	1.0	20495	1	-0.53589
DDX39B	18	0.00034773	0.019574	0.928906	431	12	-0.57345	0.51303	0.78566	1.0	14976	3	-0.57345
ROBO2	18	0.00034946	0.019812	0.933726	432	11	-0.46179	0.12351	0.32519	0.863409	8053	6	-0.46179
CSAD	18	0.00035147	0.01983	0.933726	433	12	-0.59398	0.90765	0.97405	1.0	19361	3	-0.59398
PLCD1	17	0.00035152	0.018149	0.895983	434	9	-0.25006	0.99312	0.99636	1.0	20391	2	-0.25006
ZNF593	18	0.00035368	0.019878	0.933726	435	13	-0.79492	0.35685	0.65545	1.0	12855	2	-0.79492
SH3D21	16	0.0003546	0.016753	0.877589	436	8	-0.32659	0.78047	0.9202	1.0	18079	3	-0.32659
NXT1	18	0.00035468	0.019882	0.933726	437	13	-0.43461	0.99355	0.99708	1.0	20400	1	-0.43461
hsa-mir-4747	12	0.00035515	0.016443	0.871251	438	9	-0.74825	0.82583	0.92054	1.0	18478	3	-0.74825
TST	18	0.00035527	0.019891	0.933726	439	11	-0.32396	0.52112	0.78924	1.0	15069	2	-0.32396
RDX	15	0.00035866	0.015624	0.858563	440	10	-1.0744	0.44517	0.71928	1.0	14102	3	-1.0744
VSTM4	18	0.00036312	0.019965	0.935173	441	12	-0.38924	0.68285	0.88318	1.0	17012	5	-0.38924
hsa-mir-4725	12	0.000368	0.016717	0.877589	442	9	-0.37685	0.70773	0.86361	1.0	17278	2	-0.37685
ZNF304	18	0.00036854	0.020192	0.941093	443	13	-0.43067	0.54246	0.80365	1.0	15349	4	-0.43067
ADC	18	0.00036915	0.020239	0.941093	444	8	-0.12677	0.68328	0.88326	1.0	17016	6	-0.12677
MZB1	18	0.00037149	0.020272	0.941093	445	9	-0.36615	0.30384	0.6009	1.0	11971	8	-0.36615
C19orf70	18	0.00037571	0.020433	0.941093	446	12	-0.47155	0.75349	0.91733	1.0	17788	4	-0.47155
hsa-mir-1202	12	0.00038309	0.0172	0.877705	447	8	-0.86355	0.98555	0.98761	1.0	20250	1	-0.86355
PKN1	18	0.00038868	0.021009	0.941093	448	12	-0.41653	0.9871	0.99505	1.0	20274	3	-0.41653
ZNF629	18	0.0003901	0.021028	0.941093	449	12	-0.60427	0.47477	0.75981	1.0	14500	4	-0.60427
FZR1	18	0.00039068	0.021034	0.941093	450	10	-0.65995	0.56515	0.81663	1.0	15629	6	-0.65995
