sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
HGLibA_03333_r2	ASNA1	67419	48110	67419	48110	-0.4868	1.8641e+08	1.5533e+07	4.8992	4.8106e-07	1	9.6211e-07	1.3385e-05	False
HGLibA_47064_r2	SRSF10	49093	33876	49093	33876	-0.53521	1.1576e+08	9.6928e+06	4.8874	5.1087e-07	1	1.0217e-06	1.4127e-05	False
HGLibB_05823_r0	C1orf210	5.3728e+05	4.4722e+05	5.3728e+05	4.4722e+05	-0.26468	4.055e+09	3.405e+08	4.8804	5.2947e-07	1	1.0589e-06	1.4551e-05	False
HGLibA_49724_r2	TM9SF2	27358	37187	27358	37187	0.44285	4.8311e+07	4.0654e+06	4.8751	1	5.4367e-07	1.0873e-06	1.4849e-05	True
HGLibA_33125_r1	NXF1	11812	6546.4	11812	6546.4	-0.85137	1.3863e+07	1.1682e+06	4.8717	5.5308e-07	1	1.1062e-06	1.5014e-05	False
HGLibB_57301_r2	NonTargetingControlGuideForHuman_0273	1.9153e+05	1.4982e+05	1.9153e+05	1.4982e+05	-0.35435	8.6991e+08	7.3388e+07	4.869	5.6083e-07	1	1.1217e-06	1.5132e-05	False
HGLibB_15762_r1	EXOSC5	26414	35962	26414	35962	0.44515	4.5581e+07	3.8589e+06	4.8605	1	5.8558e-07	1.1712e-06	1.5705e-05	True
HGLibB_29888_r2	MRPL22	75647	96497	75647	96497	0.3512	2.1737e+08	1.8433e+07	4.8564	1	5.9781e-07	1.1956e-06	1.5937e-05	True
HGLibB_22057_r2	HRC	1.4276e+05	1.7605e+05	1.4276e+05	1.7605e+05	0.30242	5.5422e+08	4.7399e+07	4.8358	1	6.6294e-07	1.3259e-06	1.7568e-05	True
HGLibB_19804_r1	GPN3	28820	18735	28820	18735	-0.6213	5.0855e+07	4.3925e+06	4.812	7.4709e-07	1	1.4942e-06	1.9681e-05	False
HGLibA_15789_r0	EXOSC7	55803	72269	55803	72269	0.37304	1.3557e+08	1.1726e+07	4.8086	1	7.5997e-07	1.5199e-06	1.9902e-05	True
HGLibA_13261_r2	DIRAS3	74078	94389	74078	94389	0.34958	2.0628e+08	1.7868e+07	4.8052	1	7.7308e-07	1.5462e-06	2.0127e-05	True
HGLibA_03333_r1	ASNA1	65581	47045	65581	47045	-0.47922	1.7179e+08	1.4907e+07	4.8008	7.9024e-07	1	1.5805e-06	2.0454e-05	False
HGLibB_25162_r2	KLHL36	14553	8497.7	14553	8497.7	-0.77608	1.8332e+07	1.5922e+06	4.7986	7.9889e-07	1	1.5978e-06	2.0501e-05	False
HGLibA_10665_r0	COMMD4	2.4197e+05	2.9087e+05	2.4197e+05	2.9087e+05	0.26556	1.1957e+09	1.0391e+08	4.7974	1	8.0359e-07	1.6072e-06	2.0501e-05	True
HGLibA_30520_r1	MUC1	25105	34178	25105	34178	0.44509	4.1161e+07	3.5781e+06	4.7966	1	8.0704e-07	1.6141e-06	2.0501e-05	True
HGLibA_15790_r2	EXOSC7	30207	40615	30207	40615	0.42712	5.4162e+07	4.71e+06	4.7957	1	8.1046e-07	1.6209e-06	2.0501e-05	True
HGLibB_10654_r1	COMMD4	63132	81125	63132	81125	0.36178	1.6189e+08	1.4087e+07	4.7941	1	8.1696e-07	1.6339e-06	2.0549e-05	True
HGLibB_13243_r1	DIRAS3	94196	69993	94196	69993	-0.42846	2.9291e+08	2.554e+07	4.7893	8.3688e-07	1	1.6738e-06	2.0868e-05	False
HGLibB_25141_r0	KLHL3	286.77	620.13	286.77	620.13	1.11	55567	4846.1	4.7888	1	8.3901e-07	1.678e-06	2.0868e-05	True
HGLibB_25730_r0	KRTAP4-5	79768	58462	79768	58462	-0.44832	2.2698e+08	1.9946e+07	4.7707	9.1773e-07	1	1.8355e-06	2.2693e-05	False
HGLibA_48882_r2	TDG	64754	82997	64754	82997	0.35808	1.664e+08	1.4629e+07	4.7697	1	9.226e-07	1.8452e-06	2.2693e-05	True
HGLibB_16637_r1	FAM63A	41739	54895	41739	54895	0.39527	8.6539e+07	7.6157e+06	4.7672	1	9.3387e-07	1.8677e-06	2.2844e-05	True
HGLibB_49665_r2	TM9SF2	27318	36901	27318	36901	0.4338	4.5917e+07	4.0565e+06	4.758	1	9.7773e-07	1.9555e-06	2.3786e-05	True
HGLibA_33085_r1	NUPL2	49669	34733	49669	34733	-0.51604	1.1155e+08	9.8624e+06	4.7561	9.869e-07	1	1.9738e-06	2.3879e-05	False
HGLibB_49136_r2	TFRC	14880	20963	14880	20963	0.49447	1.8503e+07	1.6456e+06	4.7421	1	1.0578e-06	2.1157e-06	2.5457e-05	True
HGLibA_27675_r0	LY6H	48540	63153	48540	63153	0.37968	1.0677e+08	9.531e+06	4.7335	1	1.1036e-06	2.2071e-06	2.6414e-05	True
HGLibA_10478_r2	COG4	26319	17059	26319	17059	-0.62555	4.2875e+07	3.8382e+06	4.7266	1.1413e-06	1	2.2825e-06	2.7171e-05	False
HGLibB_50458_r2	TMEM81	65984	84293	65984	84293	0.35328	1.676e+08	1.5044e+07	4.7204	1	1.1771e-06	2.3542e-06	2.7874e-05	True
HGLibB_45565_r1	SMARCB1	94500	70636	94500	70636	-0.41991	2.8475e+08	2.5663e+07	4.7108	1.2337e-06	1	2.4675e-06	2.9061e-05	False
HGLibB_27633_r1	LY6H	1.4031e+05	1.0839e+05	1.4031e+05	1.0839e+05	-0.37239	5.0945e+08	4.6193e+07	4.6965	1.3231e-06	1	2.6463e-06	3.0974e-05	False
HGLibA_54435_r2	WTIP	38497	50699	38497	50699	0.39722	7.4451e+07	6.7532e+06	4.6956	1	1.3289e-06	2.6577e-06	3.0974e-05	True
HGLibA_24944_r1	KIF4A	23530	31956	23530	31956	0.44154	3.5495e+07	3.25e+06	4.6737	1	1.4792e-06	2.9583e-06	3.4298e-05	True
HGLibB_33831_r0	OR2T33	6796.6	10123	6796.6	10123	0.57475	5.5341e+06	5.1464e+05	4.6375	1	1.7628e-06	3.5257e-06	4.0664e-05	True
HGLibA_30519_r0	MUC1	87123	1.0923e+05	87123	1.0923e+05	0.32619	2.4428e+08	2.2741e+07	4.635	1	1.7845e-06	3.569e-06	4.0952e-05	True
HGLibB_02315_r0	AP2S1	19339	26550	19339	26550	0.45717	2.5998e+07	2.4286e+06	4.6271	1	1.8543e-06	3.7086e-06	4.2335e-05	True
HGLibA_49724_r1	TM9SF2	43111	56175	43111	56175	0.38188	8.5341e+07	7.9906e+06	4.6218	1	1.9026e-06	3.8051e-06	4.3215e-05	True
HGLibA_40107_r2	RAD9A	24969	33668	24969	33668	0.43122	3.7836e+07	3.5495e+06	4.6173	1	1.9442e-06	3.8883e-06	4.3936e-05	True
HGLibB_28701_r1	MED12	44048	57290	44048	57290	0.37919	8.7674e+07	8.2502e+06	4.6102	1	2.0115e-06	4.023e-06	4.5229e-05	True
HGLibB_57179_r1	NonTargetingControlGuideForHuman_0151	1.1057e+05	84436	1.1057e+05	84436	-0.38907	3.4157e+08	3.2415e+07	4.5907	2.2084e-06	1	4.4168e-06	4.9406e-05	False
HGLibA_33875_r2	OR2T33	83157	1.0425e+05	83157	1.0425e+05	0.3262	2.2256e+08	2.1219e+07	4.5801	1	2.3239e-06	4.6479e-06	5.1731e-05	True
HGLibA_54435_r1	WTIP	32591	43095	32591	43095	0.40303	5.5166e+07	5.2728e+06	4.5744	1	2.3882e-06	4.7764e-06	5.2897e-05	True
HGLibB_33829_r2	OR2T33	81548	1.0224e+05	81548	1.0224e+05	0.32622	2.1406e+08	2.0611e+07	4.5575	1	2.5878e-06	5.1757e-06	5.7035e-05	True
HGLibA_33875_r1	OR2T33	79677	99980	79677	99980	0.32748	2.0611e+08	1.9912e+07	4.55	1	2.6827e-06	5.3653e-06	5.8612e-05	True
HGLibA_60880_r1	hsa-mir-4692	27317	36481	27317	36481	0.41731	4.1985e+07	4.0565e+06	4.5497	1	2.6857e-06	5.3714e-06	5.8612e-05	True
HGLibA_47064_r1	SRSF10	36768	25353	36768	25353	-0.53628	6.515e+07	6.3075e+06	4.5451	2.7452e-06	1	5.4905e-06	5.9619e-05	False
HGLibB_22057_r1	HRC	1.2022e+05	1.4771e+05	1.2022e+05	1.4771e+05	0.29706	3.7779e+08	3.671e+07	4.5368	1	2.8558e-06	5.7116e-06	6.1718e-05	True
HGLibA_02847_r2	ARHGEF3	22769	30745	22769	30745	0.43329	3.1813e+07	3.095e+06	4.5341	1	2.893e-06	5.786e-06	6.222e-05	True
HGLibB_40691_r0	RDH14	3.269e+05	2.6911e+05	3.269e+05	2.6911e+05	-0.28063	1.6696e+09	1.6257e+08	4.5321	2.9205e-06	1	5.8409e-06	6.2509e-05	False
HGLibA_40056_r1	RAD17	23125	31183	23125	31183	0.4313	3.2468e+07	3.1672e+06	4.528	1	2.9773e-06	5.9546e-06	6.3296e-05	True
HGLibA_13730_r2	DOCK1	1.49e+05	1.8118e+05	1.49e+05	1.8118e+05	0.28209	5.1772e+08	5.0515e+07	4.5274	1	2.9857e-06	5.9713e-06	6.3296e-05	True
HGLibA_32262_r2	NOL12	88891	1.1074e+05	88891	1.1074e+05	0.31704	2.3865e+08	2.3431e+07	4.5134	1	3.1904e-06	6.3808e-06	6.7316e-05	True
HGLibB_13243_r0	DIRAS3	90135	68073	90135	68073	-0.405	2.4337e+08	2.392e+07	4.511	3.2265e-06	1	6.4531e-06	6.7757e-05	False
HGLibA_33125_r0	NXF1	4795.1	2300.1	4795.1	2300.1	-1.0596	3.1125e+06	3.0691e+05	4.5037	3.3392e-06	1	6.6785e-06	6.9795e-05	False
HGLibB_20575_r0	GTPBP2	1.548e+05	1.2199e+05	1.548e+05	1.2199e+05	-0.34364	5.3823e+08	5.3465e+07	4.4871	3.6101e-06	1	7.2202e-06	7.5103e-05	False
HGLibB_29398_r0	MLX	2.1825e+05	2.6055e+05	2.1825e+05	2.6055e+05	0.25553	8.9432e+08	8.9126e+07	4.4798	1	3.7356e-06	7.4711e-06	7.7352e-05	True
HGLibB_38903_r2	PRSS50	46861	60315	46861	60315	0.36412	9.0502e+07	9.0452e+06	4.4734	1	3.8497e-06	7.6994e-06	7.9346e-05	True
HGLibA_19494_r2	GNB2L1	16354	10203	16354	10203	-0.68061	1.8917e+07	1.8933e+06	4.4702	3.907e-06	1	7.8139e-06	8.0156e-05	False
HGLibA_39969_r1	RAB6A	38849	27157	38849	27157	-0.51653	6.835e+07	6.8453e+06	4.4688	3.9333e-06	1	7.8667e-06	8.0326e-05	False
HGLibA_15790_r0	EXOSC7	89200	1.1088e+05	89200	1.1088e+05	0.31387	2.3499e+08	2.3552e+07	4.4671	1	3.9646e-06	7.9292e-06	8.0596e-05	True
HGLibB_19804_r0	GPN3	20202	13044	20202	13044	-0.63114	2.5624e+07	2.5913e+06	4.4471	4.3513e-06	1	8.7026e-06	8.8054e-05	False
HGLibB_15763_r1	EXOSC5	25143	33549	25143	33549	0.41611	3.5331e+07	3.5861e+06	4.4389	1	4.5208e-06	9.0417e-06	9.1072e-05	True
HGLibB_10467_r0	COG4	40067	28194	40067	28194	-0.50702	7.0488e+07	7.1668e+06	4.4352	4.6003e-06	1	9.2005e-06	9.2254e-05	False
HGLibB_27633_r0	LY6H	2.7398e+05	2.2453e+05	2.7398e+05	2.2453e+05	-0.28713	1.2224e+09	1.25e+08	4.4224	4.8802e-06	1	9.7604e-06	9.7429e-05	False
HGLibA_54843_r1	ZBTB22	1.0207e+05	78464	1.0207e+05	78464	-0.37939	2.7851e+08	2.8777e+07	4.3997	5.4211e-06	0.99999	1.0842e-05	0.00010774	False
HGLibB_25730_r2	KRTAP4-5	1.3233e+05	1.0384e+05	1.3233e+05	1.0384e+05	-0.34976	4.058e+08	4.2341e+07	4.3782	5.9845e-06	0.99999	1.1969e-05	0.00011841	False
HGLibB_11562_r2	CTAGE4	16074	22009	16074	22009	0.45333	1.7612e+07	1.8455e+06	4.3687	0.99999	6.2482e-06	1.2496e-05	0.00012308	True
HGLibA_60722_r1	hsa-mir-4654	1.8472e+05	1.4831e+05	1.8472e+05	1.4831e+05	-0.31674	6.6289e+08	6.9538e+07	4.3664	6.3154e-06	0.99999	1.2631e-05	0.00012346	False
HGLibA_25199_r1	KLHL36	93567	1.1552e+05	93567	1.1552e+05	0.30407	2.4097e+08	2.5287e+07	4.3657	0.99999	6.3371e-06	1.2674e-05	0.00012346	True
HGLibA_21877_r1	HOOK1	96770	74263	96770	74263	-0.38191	2.5328e+08	2.6585e+07	4.3652	6.3504e-06	0.99999	1.2701e-05	0.00012346	False
HGLibA_41098_r2	RGS5	43137	55388	43137	55388	0.36064	7.5041e+07	7.9978e+06	4.3319	0.99999	7.3905e-06	1.4781e-05	0.00014305	True
HGLibA_30520_r2	MUC1	31792	41524	31792	41524	0.38527	4.7354e+07	5.0818e+06	4.317	0.99999	7.9071e-06	1.5814e-05	0.00015202	True
HGLibB_33829_r0	OR2T33	1.5509e+05	1.867e+05	1.5509e+05	1.867e+05	0.26759	4.9952e+08	5.3617e+07	4.3166	0.99999	7.9221e-06	1.5844e-05	0.00015202	True
HGLibA_13916_r0	DPY30	55593	70305	55593	70305	0.33873	1.0823e+08	1.1661e+07	4.3085	0.99999	8.2176e-06	1.6435e-05	0.00015702	True
HGLibB_49136_r1	TFRC	32709	42576	32709	42576	0.38032	4.8674e+07	5.3013e+06	4.2852	0.99999	9.1272e-06	1.8254e-05	0.00017365	True
HGLibB_52015_r2	TTC23L	26161	34499	26161	34499	0.3991	3.4756e+07	3.8041e+06	4.2747	0.99999	9.5698e-06	1.914e-05	0.0001813	True
HGLibB_41305_r1	RLN3	68051	51109	68051	51109	-0.41303	1.4352e+08	1.575e+07	4.269	9.8157e-06	0.99999	1.9631e-05	0.00018517	False
HGLibA_08478_r2	CD9	36691	47390	36691	47390	0.36915	5.7236e+07	6.288e+06	4.2667	0.99999	9.9185e-06	1.9837e-05	0.00018632	True
HGLibA_08477_r2	CD9	13273	18290	13273	18290	0.46254	1.2586e+07	1.3889e+06	4.2572	0.99999	1.0352e-05	2.0705e-05	0.00019365	True
HGLibB_57272_r2	NonTargetingControlGuideForHuman_0244	45573	58048	45573	58048	0.34907	7.7816e+07	8.6782e+06	4.2348	0.99999	1.1436e-05	2.2872e-05	0.00021259	True
HGLibB_29398_r1	MLX	1.1096e+05	1.3513e+05	1.1096e+05	1.3513e+05	0.28432	2.921e+08	3.2583e+07	4.2344	0.99999	1.146e-05	2.2921e-05	0.00021259	True
HGLibB_49136_r0	TFRC	16662	22546	16662	22546	0.4363	1.7311e+07	1.9465e+06	4.2174	0.99999	1.2357e-05	2.4713e-05	0.00022827	True
HGLibB_52015_r1	TTC23L	22101	29350	22101	29350	0.40926	2.6277e+07	2.961e+06	4.213	0.99999	1.2603e-05	2.5205e-05	0.00023185	True
HGLibA_14774_r1	EIF3D	3295.6	1532.3	3295.6	1532.3	-1.1044	1.5548e+06	1.7616e+05	4.2014	1.3263e-05	0.99999	2.6526e-05	0.00024297	False
HGLibA_60722_r0	hsa-mir-4654	2.232e+05	1.8288e+05	2.232e+05	1.8288e+05	-0.28745	8.1294e+08	9.2148e+07	4.2005	1.3316e-05	0.99999	2.6633e-05	0.00024297	False
HGLibA_19242_r0	GLE1	16363	10589	16363	10589	-0.62791	1.6674e+07	1.895e+06	4.1949	1.3647e-05	0.99999	2.7293e-05	0.00024798	False
HGLibB_40703_r2	RDM1	31382	40740	31382	40740	0.3765	4.3787e+07	4.9848e+06	4.1915	0.99999	1.3858e-05	2.7716e-05	0.0002508	True
HGLibB_04064_r2	BACH1	39593	50689	39593	50689	0.35641	6.1559e+07	7.0411e+06	4.1816	0.99999	1.4474e-05	2.8948e-05	0.00026088	True
HGLibB_16637_r2	FAM63A	23692	31243	23692	31243	0.39915	2.8514e+07	3.2831e+06	4.1677	0.99998	1.5382e-05	3.0764e-05	0.00027613	True
HGLibB_41336_r2	RNASE1	60608	75764	60608	75764	0.322	1.1485e+08	1.3258e+07	4.1624	0.99998	1.5744e-05	3.1489e-05	0.0002815	True
HGLibA_32262_r1	NOL12	65176	81154	65176	81154	0.31632	1.2765e+08	1.4771e+07	4.1575	0.99998	1.6091e-05	3.2181e-05	0.00028654	True
HGLibA_03784_r1	ATP8B2	76138	94062	76138	94062	0.30498	1.6062e+08	1.8612e+07	4.1546	0.99998	1.6296e-05	3.2591e-05	0.00028904	True
HGLibA_30456_r0	MTPAP	1.0984e+05	1.333e+05	1.0984e+05	1.333e+05	0.27933	2.753e+08	3.2096e+07	4.1419	0.99998	1.7225e-05	3.445e-05	0.00030431	True
HGLibA_23586_r1	IRF3	91436	71009	91436	71009	-0.36476	2.0863e+08	2.4435e+07	4.1324	1.7952e-05	0.99998	3.5904e-05	0.0003159	False
HGLibA_45727_r0	SMIM13	90604	1.1089e+05	90604	1.1089e+05	0.29145	2.0571e+08	2.4105e+07	4.1313	0.99998	1.8036e-05	3.6072e-05	0.00031613	True
HGLibB_19804_r2	GPN3	24002	16454	24002	16454	-0.54468	2.8485e+07	3.3471e+06	4.1256	1.8491e-05	0.99998	3.6981e-05	0.00032255	False
HGLibB_15761_r2	EXOSC5	1.3394e+05	1.6102e+05	1.3394e+05	1.6102e+05	0.26568	3.6674e+08	4.3109e+07	4.1249	0.99998	1.8547e-05	3.7094e-05	0.00032255	True
HGLibA_21457_r2	HIST1H3A	83733	1.0277e+05	83733	1.0277e+05	0.29558	1.8125e+08	2.1438e+07	4.1121	0.99998	1.9601e-05	3.9203e-05	0.00033956	True
HGLibA_49411_r0	THTPA	2.5491e+05	2.9846e+05	2.5491e+05	2.9846e+05	0.22758	9.4856e+08	1.1228e+08	4.1105	0.99998	1.974e-05	3.9479e-05	0.00034062	True
HGLibA_52082_r0	TTC23L	21265	28135	21265	28135	0.4039	2.3602e+07	2.7962e+06	4.1087	0.99998	1.9898e-05	3.9797e-05	0.00034204	True
HGLibA_26299_r1	LENG8	37514	47955	37514	47955	0.35423	5.4502e+07	6.4988e+06	4.0955	0.99998	2.1064e-05	4.2128e-05	0.00036068	True
HGLibB_29398_r2	MLX	1.2578e+05	1.5136e+05	1.2578e+05	1.5136e+05	0.26713	3.2728e+08	3.9261e+07	4.0832	0.99998	2.2214e-05	4.4428e-05	0.00037891	True
HGLibB_02315_r2	AP2S1	34110	43795	34110	43795	0.36057	4.6901e+07	5.6421e+06	4.0774	0.99998	2.2769e-05	4.5538e-05	0.0003869	True
HGLibA_30456_r1	MTPAP	65524	81216	65524	81216	0.30974	1.2313e+08	1.4888e+07	4.0669	0.99998	2.3816e-05	4.7633e-05	0.00040316	True
HGLibA_19830_r2	GPN3	10445	6437.1	10445	6437.1	-0.6982	8.0303e+06	9.7329e+05	4.0622	2.4306e-05	0.99998	4.8611e-05	0.00040988	False
HGLibB_31118_r2	NASP	59541	74103	59541	74103	0.31565	1.0603e+08	1.2913e+07	4.0525	0.99997	2.534e-05	5.068e-05	0.00042571	True
HGLibB_19216_r1	GLE1	54024	40612	54024	40612	-0.41168	8.994e+07	1.1175e+07	4.0121	3.0093e-05	0.99997	6.0186e-05	0.00050366	False
HGLibB_23599_r0	IRX2	3.3381e+05	3.8566e+05	3.3381e+05	3.8566e+05	0.2083	1.3442e+09	1.6771e+08	4.0038	0.99997	3.1165e-05	6.2331e-05	0.00051928	True
HGLibB_25730_r1	KRTAP4-5	1.0369e+05	81965	1.0369e+05	81965	-0.33924	2.3606e+08	2.9462e+07	4.0031	3.126e-05	0.99997	6.2519e-05	0.00051928	False
HGLibB_57330_r0	NonTargetingControlGuideForHuman_0302	1.0984e+05	87290	1.0984e+05	87290	-0.33158	2.5436e+08	3.2098e+07	3.9811	3.4302e-05	0.99997	6.8604e-05	0.0005677	False
HGLibA_28769_r0	MED19	1.1207e+05	1.3496e+05	1.1207e+05	1.3496e+05	0.26809	2.6191e+08	3.3072e+07	3.9798	0.99997	3.4486e-05	6.8971e-05	0.00056863	True
HGLibA_22042_r2	HPRT1	2.0283e+05	2.384e+05	2.0283e+05	2.384e+05	0.23308	6.3244e+08	7.9923e+07	3.9782	0.99997	3.4716e-05	6.9432e-05	0.00057032	True
HGLibB_12137_r0	CYP39A1	84334	65823	84334	65823	-0.35751	1.7132e+08	2.1667e+07	3.9767	3.494e-05	0.99997	6.9881e-05	0.00057178	False
HGLibB_11562_r0	CTAGE4	55879	69507	55879	69507	0.31486	9.2868e+07	1.175e+07	3.9759	0.99996	3.5062e-05	7.0124e-05	0.00057178	True
HGLibB_57624_r2	NonTargetingControlGuideForHuman_0596	86347	1.0511e+05	86347	1.0511e+05	0.28374	1.7611e+08	2.244e+07	3.9618	0.99996	3.7198e-05	7.4396e-05	0.0006044	True
HGLibA_59692_r1	hsa-mir-421	1.6275e+05	1.3292e+05	1.6275e+05	1.3292e+05	-0.29212	4.4498e+08	5.7603e+07	3.9307	4.2356e-05	0.99996	8.4712e-05	0.00068571	False
HGLibB_45565_r2	SMARCB1	45792	34184	45792	34184	-0.4218	6.7384e+07	8.7404e+06	3.9267	4.3058e-05	0.99996	8.6116e-05	0.00069455	False
HGLibB_15763_r2	EXOSC5	24997	32390	24997	32390	0.37374	2.7323e+07	3.5554e+06	3.9204	0.99996	4.4202e-05	8.8405e-05	0.00071043	True
HGLibB_31119_r2	NASP	22837	29743	22837	29743	0.38118	2.3849e+07	3.1087e+06	3.917	0.99996	4.482e-05	8.9641e-05	0.00071777	True
HGLibA_61075_r2	hsa-mir-4744	59876	73987	59876	73987	0.30528	9.9557e+07	1.3021e+07	3.9105	0.99995	4.6059e-05	9.2117e-05	0.00073386	True
HGLibB_33040_r0	NUPL2	26131	18511	26131	18511	-0.49732	2.9028e+07	3.7975e+06	3.91	4.6155e-05	0.99995	9.231e-05	0.00073386	False
HGLibB_31118_r0	NASP	62110	76601	62110	76601	0.30254	1.0499e+08	1.3749e+07	3.908	0.99995	4.6529e-05	9.3058e-05	0.00073718	True
HGLibA_16359_r0	FAM192A	1.4549e+05	1.1822e+05	1.4549e+05	1.1822e+05	-0.29943	3.718e+08	4.8755e+07	3.9054	4.704e-05	0.99995	9.4079e-05	0.00074263	False
HGLibB_23038_r2	IL2	18464	24343	18464	24343	0.39877	1.728e+07	2.2671e+06	3.9044	0.99995	4.7233e-05	9.4465e-05	0.00074304	True
HGLibA_38590_r1	PRKRIR	46679	34985	46679	34985	-0.41602	6.8375e+07	8.9932e+06	3.8995	4.8199e-05	0.99995	9.6398e-05	0.00075557	False
HGLibA_04954_r2	BTK	22546	29353	22546	29353	0.38067	2.3174e+07	3.05e+06	3.8982	0.99995	4.8454e-05	9.6907e-05	0.00075674	True
HGLibB_22057_r0	HRC	1.8108e+05	2.131e+05	1.8108e+05	2.131e+05	0.23492	5.1273e+08	6.751e+07	3.8974	0.99995	4.8614e-05	9.7228e-05	0.00075674	True
HGLibA_23586_r0	IRF3	84102	66014	84102	66014	-0.34935	1.6358e+08	2.1578e+07	3.8938	4.9347e-05	0.99995	9.8694e-05	0.00076548	False
HGLibB_10467_r2	COG4	31733	22999	31733	22999	-0.46439	3.814e+07	5.0679e+06	3.8797	5.2303e-05	0.99995	0.00010461	0.00080852	False
HGLibA_49411_r2	THTPA	1.1915e+05	1.4243e+05	1.1915e+05	1.4243e+05	0.25753	2.7111e+08	3.6223e+07	3.869	0.99995	5.465e-05	0.0001093	0.00084188	True
HGLibB_27632_r1	LY6H	44989	56270	44989	56270	0.3228	6.3634e+07	8.5133e+06	3.8664	0.99994	5.5221e-05	0.00011044	0.00084774	True
HGLibB_45565_r0	SMARCB1	60842	46731	60842	46731	-0.38069	9.9566e+07	1.3335e+07	3.8644	5.5683e-05	0.99994	0.00011137	0.00085189	False
HGLibA_22084_r2	HRC	41486	52034	41486	52034	0.32685	5.5639e+07	7.547e+06	3.8399	0.99994	6.1546e-05	0.00012309	0.00093836	True
HGLibA_10496_r2	COL10A1	80082	97198	80082	97198	0.27945	1.4648e+08	2.0063e+07	3.8213	0.99993	6.6366e-05	0.00013273	0.0010084	True
HGLibA_36588_r0	PIGT	71819	56050	71819	56050	-0.35763	1.2432e+08	1.7063e+07	3.8172	6.7478e-05	0.99993	0.00013496	0.0010218	False
HGLibB_19620_r1	GOLGB1	52951	40384	52951	40384	-0.39089	7.8973e+07	1.0847e+07	3.816	6.782e-05	0.99993	0.00013564	0.0010235	False
HGLibB_30413_r2	MTOR	13059	17488	13059	17488	0.42129	9.8083e+06	1.3558e+06	3.8037	0.99993	7.1266e-05	0.00014253	0.0010719	True
HGLibB_20379_r2	GSDMB	33196	42018	33196	42018	0.33999	3.8913e+07	5.4188e+06	3.7897	0.99992	7.5405e-05	0.00015081	0.0011303	True
HGLibB_41336_r0	RNASE1	66334	81072	66334	81072	0.28946	1.0861e+08	1.5163e+07	3.7849	0.99992	7.687e-05	0.00015374	0.0011484	True
HGLibA_08477_r1	CD9	25900	33178	25900	33178	0.35726	2.6484e+07	3.7477e+06	3.7595	0.99991	8.5141e-05	0.00017028	0.0012677	True
HGLibA_40109_r2	RAD9A	84627	1.0214e+05	84627	1.0214e+05	0.27142	1.5343e+08	2.1779e+07	3.7536	0.99991	8.7148e-05	0.0001743	0.0012933	True
HGLibB_03781_r2	ATP8B2	43645	54350	43645	54350	0.31647	5.7302e+07	8.1382e+06	3.7526	0.99991	8.7488e-05	0.00017498	0.001294	True
HGLibA_37072_r2	PLEKHA4	1.1847e+05	1.4096e+05	1.1847e+05	1.4096e+05	0.25067	2.527e+08	3.5919e+07	3.7511	0.99991	8.8027e-05	0.00017605	0.0012977	True
HGLibA_47892_r2	SVOP	1.5933e+05	1.3141e+05	1.5933e+05	1.3141e+05	-0.27788	3.8959e+08	5.5809e+07	3.7365	9.3287e-05	0.99991	0.00018657	0.0013707	False
HGLibA_49411_r1	THTPA	88708	1.0672e+05	88708	1.0672e+05	0.26674	1.6228e+08	2.3359e+07	3.7275	0.9999	9.6679e-05	0.00019336	0.0014158	True
HGLibB_19466_r0	GNB2L1	86217	68605	86217	68605	-0.32965	1.5509e+08	2.239e+07	3.722	9.8826e-05	0.9999	0.00019765	0.0014425	False
HGLibB_49671_r1	TM9SF4	37105	27712	37105	27712	-0.42111	4.4119e+07	6.3938e+06	3.7149	0.00010163	0.9999	0.00020327	0.0014787	False
HGLibA_25199_r2	KLHL36	67364	81978	67364	81978	0.28325	1.0678e+08	1.5514e+07	3.7103	0.9999	0.00010351	0.00020703	0.0015011	True
HGLibB_31628_r1	NELFA	84106	1.013e+05	84106	1.013e+05	0.26842	1.479e+08	2.158e+07	3.7023	0.99989	0.00010683	0.00021365	0.0015414	True
HGLibB_15767_r1	EXOSC7	4411.8	6339.9	4411.8	6339.9	0.523	1.8589e+06	2.7128e+05	3.7019	0.99989	0.00010699	0.00021397	0.0015414	True
HGLibA_54436_r2	WTIP	72959	88376	72959	88376	0.27658	1.1885e+08	1.7468e+07	3.6889	0.99989	0.00011261	0.00022521	0.0016172	True
HGLibA_23099_r2	IL23R	45740	56631	45740	56631	0.30813	5.9307e+07	8.7255e+06	3.687	0.99989	0.00011346	0.00022693	0.0016243	True
HGLibB_57816_r0	NonTargetingControlGuideForHuman_0788	2824.8	4201	2824.8	4201	0.57242	9.4695e+05	1.4023e+05	3.675	0.99988	0.00011893	0.00023786	0.0016971	True
HGLibB_27511_r1	LSM7	29977	22050	29977	22050	-0.44307	3.142e+07	4.6569e+06	3.6734	0.00011967	0.99988	0.00023934	0.0016972	False
HGLibA_30456_r2	MTPAP	83348	1.003e+05	83348	1.003e+05	0.26707	1.4365e+08	2.1292e+07	3.6733	0.99988	0.0001197	0.00023941	0.0016972	True
